Date Open High Low Close* Adj Close** Volume
"Apr-17-2023", 33930.46, 33991.23, 33796.91, 33987.18, 33987.18, 234530000
"Apr-14-2023", 33981.71, 34082.94, 33730.85, 33886.47, 33886.47, 276720000
"Apr-13-2023", 33668.97, 34054.99, 33605.17, 34029.69, 34029.69, 277230000
"Apr-12-2023", 33764.21, 33895.43, 33593.32, 33646.50, 33646.50, 260300000
"Apr-11-2023", 33586.75, 33781.29, 33586.75, 33684.79, 33684.79, 241430000
"Apr-10-2023", 33425.25, 33590.24, 33343.43, 33586.52, 33586.52, 232920000
"Apr-06-2023", 33420.96, 33525.96, 33325.37, 33485.29, 33485.29, 258680000
"Apr-05-2023", 33394.60, 33543.84, 33376.27, 33482.72, 33482.72, 286660000
"Apr-04-2023", 33594.79, 33634.72, 33275.62, 33402.38, 33402.38, 283360000
"Apr-03-2023", 33245.78, 33632.90, 33245.78, 33601.15, 33601.15, 311890000
"Mar-31-2023", 32901.96, 33291.00, 32901.96, 33274.15, 33274.15, 353740000
"Mar-30-2023", 32807.43, 32905.80, 32682.87, 32859.03, 32859.03, 283380000
"Mar-29-2023", 32566.54, 32728.04, 32539.94, 32717.60, 32717.60, 314110000
"Mar-28-2023", 32434.85, 32551.01, 32295.50, 32394.25, 32394.25, 248560000
"Mar-27-2023", 32276.72, 32564.00, 32276.72, 32432.08, 32432.08, 291560000
"Mar-24-2023", 32038.22, 32257.24, 31805.18, 32237.53, 32237.53, 317070000
"Mar-23-2023", 32101.49, 32511.49, 31864.74, 32105.25, 32105.25, 335430000
"Mar-22-2023", 32570.19, 32761.89, 32020.46, 32030.11, 32030.11, 325990000
"Mar-21-2023", 32420.71, 32593.68, 32346.12, 32560.60, 32560.60, 363190000
"Mar-20-2023", 31872.33, 32280.07, 31872.33, 32244.58, 32244.58, 357210000
"Mar-17-2023", 32217.32, 32217.32, 31728.70, 31861.98, 31861.98, 712100000
"Mar-16-2023", 31827.65, 32281.61, 31571.46, 32246.55, 32246.55, 440940000
"Mar-15-2023", 31759.87, 31906.47, 31429.82, 31874.57, 31874.57, 420910000
"Mar-14-2023", 32055.29, 32306.59, 31805.40, 32155.40, 32155.40, 391760000
"Mar-13-2023", 31819.93, 32240.35, 31624.87, 31819.14, 31819.14, 429090000
"Mar-10-2023", 32185.14, 32422.10, 31783.41, 31909.64, 31909.64, 397790000
"Mar-09-2023", 32876.83, 32990.46, 32190.60, 32254.86, 32254.86, 315860000
"Mar-08-2023", 32872.08, 32903.44, 32612.70, 32798.40, 32798.40, 242750000
"Mar-07-2023", 33428.31, 33453.25, 32838.21, 32856.46, 32856.46, 299400000
"Mar-06-2023", 33425.32, 33572.22, 33383.47, 33431.44, 33431.44, 329190000
"Mar-03-2023", 33076.33, 33405.82, 33008.41, 33390.97, 33390.97, 300050000
"Mar-02-2023", 32780.97, 33083.45, 32665.85, 33003.57, 33003.57, 317450000
"Mar-01-2023", 32656.37, 32746.15, 32500.71, 32661.84, 32661.84, 292810000
"Feb-28-2023", 32873.47, 32873.47, 32636.43, 32656.70, 32656.70, 303760000
"Feb-27-2023", 32906.16, 33189.28, 32814.18, 32889.09, 32889.09, 243660000
"Feb-24-2023", 32999.19, 32999.19, 32643.48, 32816.92, 32816.92, 277120000
"Feb-23-2023", 33175.39, 33272.40, 32795.67, 33153.91, 33153.91, 288120000
"Feb-22-2023", 33169.33, 33245.97, 32948.27, 33045.09, 33045.09, 321910000
"Feb-21-2023", 33699.69, 33699.69, 33115.74, 33129.59, 33129.59, 348320000
"Feb-17-2023", 33677.01, 33846.64, 33517.73, 33826.69, 33826.69, 302900000
"Feb-16-2023", 33992.09, 34041.16, 33686.59, 33696.85, 33696.85, 317530000
"Feb-15-2023", 34008.63, 34130.49, 33833.10, 34128.05, 34128.05, 267530000
"Feb-14-2023", 34194.09, 34331.47, 33827.45, 34089.27, 34089.27, 288820000
"Feb-13-2023", 33887.39, 34249.60, 33887.39, 34245.93, 34245.93, 302600000
"Feb-10-2023", 33671.54, 33897.31, 33591.99, 33869.27, 33869.27, 288150000
"Feb-09-2023", 34105.61, 34252.57, 33607.13, 33699.88, 33699.88, 347520000
"Feb-08-2023", 34132.90, 34161.65, 33899.79, 33949.01, 33949.01, 324090000
"Feb-07-2023", 33769.78, 34240.00, 33634.10, 34156.69, 34156.69, 361620000
"Feb-06-2023", 33874.44, 33962.84, 33683.58, 33891.02, 33891.02, 296400000
"Feb-03-2023", 33926.30, 34179.58, 33813.86, 33926.01, 33926.01, 425150000
"Feb-02-2023", 34129.30, 34145.14, 33814.78, 34053.94, 34053.94, 429910000
"Feb-01-2023", 34039.60, 34334.70, 33581.42, 34092.96, 34092.96, 370120000
"Jan-31-2023", 33803.56, 34095.23, 33664.91, 34086.04, 34086.04, 360240000
"Jan-30-2023", 33909.21, 34055.29, 33695.18, 33717.09, 33717.09, 343920000
"Jan-27-2023", 33952.93, 34164.33, 33830.85, 33978.08, 33978.08, 441260000
"Jan-26-2023", 33771.66, 33953.79, 33635.60, 33949.41, 33949.41, 327000000
"Jan-25-2023", 33538.36, 33773.09, 33273.21, 33743.84, 33743.84, 341720000
"Jan-24-2023", 33444.72, 33782.92, 33310.56, 33733.96, 33733.96, 299310000
"Jan-23-2023", 33439.56, 33782.88, 33316.25, 33629.56, 33629.56, 355220000
"Jan-20-2023", 33073.46, 33381.95, 32948.93, 33375.49, 33375.49, 367330000
"Jan-19-2023", 33171.35, 33227.49, 32982.05, 33044.56, 33044.56, 319770000
"Jan-18-2023", 33948.49, 34016.53, 33269.90, 33296.96, 33296.96, 351670000
"Jan-17-2023", 34222.32, 34269.97, 33860.67, 33910.85, 33910.85, 353050000
"Jan-13-2023", 34075.31, 34342.32, 33915.49, 34302.61, 34302.61, 274110000
"Jan-12-2023", 34047.86, 34292.67, 33792.10, 34189.97, 34189.97, 308190000
"Jan-11-2023", 33754.03, 33974.69, 33711.04, 33973.01, 33973.01, 301650000
"Jan-10-2023", 33516.43, 33726.54, 33421.80, 33704.10, 33704.10, 268260000
"Jan-09-2023", 33664.39, 33935.11, 33487.66, 33517.65, 33517.65, 327840000
"Jan-06-2023", 33055.30, 33710.66, 32997.39, 33630.61, 33630.61, 360740000
"Jan-05-2023", 33191.72, 33191.72, 32812.33, 32930.08, 32930.08, 337920000
"Jan-04-2023", 33165.14, 33409.10, 33033.48, 33269.77, 33269.77, 379400000
"Jan-03-2023", 33148.90, 33387.52, 32850.57, 33136.37, 33136.37, 355930000
"Dec-30-2022", 33121.61, 33152.55, 32847.82, 33147.25, 33147.25, 295500000
"Dec-29-2022", 33021.43, 33293.42, 33020.35, 33220.80, 33220.80, 243060000
"Dec-28-2022", 33264.76, 33379.55, 32869.15, 32875.71, 32875.71, 252260000
"Dec-27-2022", 33224.23, 33387.72, 33069.58, 33241.56, 33241.56, 246010000
"Dec-23-2022", 32961.06, 33226.14, 32814.02, 33203.93, 33203.93, 221050000
"Dec-22-2022", 33233.35, 33233.35, 32573.43, 33027.49, 33027.49, 340640000
"Dec-21-2022", 33028.09, 33437.84, 33028.09, 33376.48, 33376.48, 328020000
"Dec-20-2022", 32735.24, 32992.23, 32649.45, 32849.74, 32849.74, 303970000
"Dec-19-2022", 32921.45, 33038.94, 32581.97, 32757.54, 32757.54, 326430000
"Dec-16-2022", 33166.46, 33166.46, 32654.59, 32920.46, 32920.46, 756310000
"Dec-15-2022", 33773.00, 33773.00, 33016.16, 33202.22, 33202.22, 394290000
"Dec-14-2022", 34086.07, 34395.65, 33704.17, 33966.35, 33966.35, 339090000
"Dec-13-2022", 34268.44, 34712.28, 33890.88, 34108.64, 34108.64, 442650000
"Dec-12-2022", 33519.50, 34005.04, 33519.50, 34005.04, 34005.04, 313440000
"Dec-09-2022", 33746.71, 33844.63, 33462.65, 33476.46, 33476.46, 287630000
"Dec-08-2022", 33695.97, 33899.17, 33642.46, 33781.48, 33781.48, 271830000
"Dec-07-2022", 33556.40, 33774.27, 33503.67, 33597.92, 33597.92, 359980000
"Dec-06-2022", 33936.87, 34006.63, 33418.59, 33596.34, 33596.34, 306220000
"Dec-05-2022", 34335.73, 34335.73, 33846.81, 33947.10, 33947.10, 312960000
"Dec-02-2022", 34265.45, 34483.21, 34039.73, 34429.88, 34429.88, 290580000
"Dec-01-2022", 34533.59, 34595.51, 34129.35, 34395.01, 34395.01, 348720000
"Nov-30-2022", 33795.43, 34589.77, 33583.77, 34589.77, 34589.77, 524440000
"Nov-29-2022", 33847.80, 33933.91, 33662.45, 33852.53, 33852.53, 279750000
"Nov-28-2022", 34275.91, 34303.88, 33799.35, 33849.46, 33849.46, 300330000
"Nov-25-2022", 34213.04, 34386.51, 34199.57, 34347.03, 34347.03, 131660000
"Nov-23-2022", 34091.57, 34262.07, 34004.64, 34194.06, 34194.06, 236820000
"Nov-22-2022", 33810.05, 34115.70, 33810.05, 34098.10, 34098.10, 277070000
"Nov-21-2022", 33760.30, 33864.59, 33559.18, 33700.28, 33700.28, 352960000
"Nov-18-2022", 33606.59, 33827.94, 33540.64, 33745.69, 33745.69, 312950000
"Nov-17-2022", 33329.27, 33616.02, 33239.75, 33546.32, 33546.32, 319210000
"Nov-16-2022", 33554.93, 33682.83, 33516.99, 33553.83, 33553.83, 301560000
"Nov-15-2022", 33755.94, 33987.06, 33320.20, 33592.92, 33592.92, 390610000
"Nov-14-2022", 33662.05, 33964.30, 33533.96, 33536.70, 33536.70, 354340000
"Nov-11-2022", 33797.75, 33817.96, 33394.43, 33747.86, 33747.86, 427790000
"Nov-10-2022", 33263.91, 33727.73, 33167.82, 33715.37, 33715.37, 480130000
"Nov-09-2022", 33004.47, 33065.11, 32478.87, 32513.94, 32513.94, 355200000
"Nov-08-2022", 32934.56, 33355.39, 32831.46, 33160.83, 33160.83, 335340000
"Nov-07-2022", 32454.10, 32895.59, 32424.99, 32827.00, 32827.00, 336300000
"Nov-04-2022", 32265.01, 32611.52, 31938.92, 32403.22, 32403.22, 422370000
"Nov-03-2022", 31985.05, 32185.71, 31727.05, 32001.25, 32001.25, 354440000
"Nov-02-2022", 32576.28, 33071.93, 32139.77, 32147.76, 32147.76, 398430000
"Nov-01-2022", 32862.79, 32975.48, 32485.23, 32653.20, 32653.20, 323210000
"Oct-31-2022", 32754.27, 32883.86, 32586.93, 32732.95, 32732.95, 390890000
"Oct-28-2022", 32204.31, 32889.81, 32158.38, 32861.80, 32861.80, 495830000
"Oct-27-2022", 32062.14, 32388.42, 31993.21, 32033.28, 32033.28, 375720000
"Oct-26-2022", 31738.44, 32172.42, 31738.44, 31839.11, 31839.11, 430400000
"Oct-25-2022", 31463.65, 31876.15, 31423.53, 31836.74, 31836.74, 336930000
"Oct-24-2022", 31187.32, 31603.63, 31161.41, 31499.62, 31499.62, 345040000
"Oct-21-2022", 30291.18, 31119.27, 30206.28, 31082.56, 31082.56, 418190000
"Oct-20-2022", 30411.92, 30822.96, 30265.20, 30333.59, 30333.59, 333190000
"Oct-19-2022", 30439.04, 30662.11, 30226.90, 30423.81, 30423.81, 314030000
"Oct-18-2022", 30697.52, 30837.90, 30301.83, 30523.80, 30523.80, 387130000
"Oct-17-2022", 30059.58, 30311.95, 29997.62, 30185.82, 30185.82, 369820000
"Oct-14-2022", 30192.21, 30428.82, 29614.30, 29634.83, 29634.83, 379090000
"Oct-13-2022", 28755.83, 30168.54, 28660.94, 30038.72, 30038.72, 470260000
"Oct-12-2022", 29233.06, 29455.12, 29136.03, 29210.85, 29210.85, 304420000
"Oct-11-2022", 29085.20, 29608.42, 29074.23, 29239.19, 29239.19, 352920000
"Oct-10-2022", 29419.09, 29485.82, 29010.41, 29202.88, 29202.88, 315410000
"Oct-07-2022", 29685.27, 29685.27, 29142.66, 29296.79, 29296.79, 367950000
"Oct-06-2022", 30206.13, 30329.61, 29859.34, 29926.94, 29926.94, 306840000
"Oct-05-2022", 30078.36, 30454.46, 29886.44, 30273.87, 30273.87, 290610000
"Oct-04-2022", 29826.67, 30325.05, 29826.67, 30316.32, 30316.32, 375640000
"Oct-03-2022", 28855.25, 29647.79, 28855.25, 29490.89, 29490.89, 397830000
"Sep-30-2022", 29123.03, 29355.78, 28715.85, 28725.51, 28725.51, 464260000
"Sep-29-2022", 29513.73, 29513.73, 28997.34, 29225.61, 29225.61, 388820000
"Sep-28-2022", 29198.92, 29811.78, 29114.97, 29683.74, 29683.74, 436040000
"Sep-27-2022", 29419.88, 29659.12, 28958.22, 29134.99, 29134.99, 355460000
"Sep-26-2022", 29536.84, 29630.77, 29161.12, 29260.81, 29260.81, 369450000
"Sep-23-2022", 29955.65, 29955.65, 29250.47, 29590.41, 29590.41, 388200000
"Sep-22-2022", 30204.52, 30302.28, 29994.53, 30076.68, 30076.68, 335270000
"Sep-21-2022", 30819.39, 31020.79, 30181.99, 30183.78, 30183.78, 354960000
"Sep-20-2022", 30888.53, 30888.53, 30465.91, 30706.23, 30706.23, 317970000
"Sep-19-2022", 30722.86, 31026.89, 30559.37, 31019.68, 31019.68, 291200000
"Sep-16-2022", 30866.61, 30866.61, 30550.08, 30822.42, 30822.42, 627920000
"Sep-15-2022", 31124.68, 31277.69, 30882.08, 30961.82, 30961.82, 345500000
"Sep-14-2022", 31141.02, 31276.82, 30885.02, 31135.09, 31135.09, 348670000
"Sep-13-2022", 32006.50, 32006.50, 31018.54, 31104.97, 31104.97, 428930000
"Sep-12-2022", 32159.49, 32504.04, 32159.49, 32381.34, 32381.34, 339250000
"Sep-09-2022", 31876.22, 32227.74, 31876.22, 32151.71, 32151.71, 310980000
"Sep-08-2022", 31481.95, 31783.37, 31321.50, 31774.52, 31774.52, 344340000
"Sep-07-2022", 31145.63, 31644.34, 31095.21, 31581.28, 31581.28, 345080000
"Sep-06-2022", 31343.79, 31463.89, 31048.46, 31145.30, 31145.30, 347320000
"Sep-02-2022", 31848.50, 32026.90, 31182.09, 31318.44, 31318.44, 306180000
"Sep-01-2022", 31454.58, 31677.51, 31219.75, 31656.42, 31656.42, 339360000
"Aug-31-2022", 31827.15, 31966.04, 31509.59, 31510.43, 31510.43, 392780000
"Aug-30-2022", 32163.84, 32205.66, 31647.22, 31790.87, 31790.87, 317150000
"Aug-29-2022", 32188.00, 32325.16, 31972.79, 32098.99, 32098.99, 317820000
"Aug-26-2022", 33293.43, 33364.70, 32278.22, 32283.40, 32283.40, 352850000
"Aug-25-2022", 33029.27, 33306.09, 32889.85, 33291.78, 33291.78, 308530000
"Aug-24-2022", 32899.01, 33095.50, 32828.56, 32969.23, 32969.23, 256900000
"Aug-23-2022", 33033.52, 33138.26, 32858.89, 32909.59, 32909.59, 251870000
"Aug-22-2022", 33586.59, 33586.59, 33007.63, 33063.61, 33063.61, 308900000
"Aug-19-2022", 33904.69, 33904.69, 33627.09, 33706.74, 33706.74, 293990000
"Aug-18-2022", 33981.86, 34043.83, 33844.46, 33999.04, 33999.04, 282550000
"Aug-17-2022", 34029.55, 34161.01, 33828.41, 33980.32, 33980.32, 281390000
"Aug-16-2022", 33924.35, 34281.36, 33852.57, 34152.01, 34152.01, 288670000
"Aug-15-2022", 33710.70, 33954.71, 33582.96, 33912.44, 33912.44, 262670000
"Aug-12-2022", 33430.72, 33767.09, 33398.32, 33761.05, 33761.05, 299140000
"Aug-11-2022", 33451.51, 33651.80, 33289.83, 33336.67, 33336.67, 308030000
"Aug-10-2022", 33130.63, 33364.41, 33130.63, 33309.51, 33309.51, 311740000
"Aug-09-2022", 32807.36, 32877.53, 32702.66, 32774.41, 32774.41, 281080000
"Aug-08-2022", 32877.36, 33109.96, 32769.10, 32832.54, 32832.54, 275350000
"Aug-05-2022", 32593.90, 32814.61, 32489.62, 32803.47, 32803.47, 273010000
"Aug-04-2022", 32805.69, 32829.22, 32652.63, 32726.82, 32726.82, 315590000
"Aug-03-2022", 32514.21, 32912.74, 32514.21, 32812.50, 32812.50, 342160000
"Aug-02-2022", 32691.29, 32772.93, 32387.12, 32396.17, 32396.17, 316740000
"Aug-01-2022", 32755.71, 32972.03, 32640.79, 32798.40, 32798.40, 321180000
"Jul-29-2022", 32515.62, 32910.18, 32493.02, 32845.13, 32845.13, 487360000
"Jul-28-2022", 32197.62, 32609.54, 31982.61, 32529.63, 32529.63, 331110000
"Jul-27-2022", 31865.05, 32336.23, 31799.43, 32197.59, 32197.59, 365480000
"Jul-26-2022", 31950.04, 31950.04, 31705.36, 31761.54, 31761.54, 324930000
"Jul-25-2022", 31950.93, 32029.03, 31821.67, 31990.04, 31990.04, 255450000
"Jul-22-2022", 32167.92, 32219.25, 31731.47, 31899.29, 31899.29, 319880000
"Jul-21-2022", 31826.49, 32040.63, 31534.08, 32036.90, 32036.90, 302320000
"Jul-20-2022", 31829.99, 31944.45, 31646.95, 31874.84, 31874.84, 313520000
"Jul-19-2022", 31165.91, 31842.25, 31165.91, 31827.05, 31827.05, 378720000
"Jul-18-2022", 31475.98, 31644.68, 30982.97, 31072.61, 31072.61, 309960000
"Jul-15-2022", 30775.37, 31288.26, 30775.37, 31288.26, 31288.26, 321570000
"Jul-14-2022", 30451.80, 30680.12, 30143.93, 30630.17, 30630.17, 325130000
"Jul-13-2022", 30743.63, 30979.17, 30514.61, 30772.79, 30772.79, 291830000
"Jul-12-2022", 31113.31, 31346.10, 30860.51, 30981.33, 30981.33, 324190000
"Jul-11-2022", 31277.98, 31367.55, 31114.40, 31173.84, 31173.84, 245020000
"Jul-08-2022", 31348.43, 31511.46, 31212.45, 31338.15, 31338.15, 238120000
"Jul-07-2022", 31190.65, 31421.84, 31154.64, 31384.55, 31384.55, 296620000
"Jul-06-2022", 30957.30, 31224.69, 30794.84, 31037.68, 31037.68, 289800000
"Jul-05-2022", 30903.12, 30971.74, 30355.12, 30967.82, 30967.82, 323080000
"Jul-01-2022", 30737.77, 31139.35, 30487.79, 31097.26, 31097.26, 310440000
"Jun-30-2022", 30790.00, 30979.85, 30431.87, 30775.43, 30775.43, 394070000
"Jun-29-2022", 31067.41, 31152.96, 30894.53, 31029.31, 31029.31, 269390000
"Jun-28-2022", 31549.05, 31885.09, 30934.33, 30946.99, 30946.99, 350780000
"Jun-27-2022", 31533.60, 31598.59, 31351.37, 31438.26, 31438.26, 309910000
"Jun-24-2022", 30846.94, 31517.29, 30846.94, 31500.68, 31500.68, 465480000
"Jun-23-2022", 30570.33, 30715.63, 30293.40, 30677.36, 30677.36, 361420000
"Jun-22-2022", 30352.57, 30777.92, 30166.01, 30483.13, 30483.13, 343490000
